CustomerKey,GeographyKey,CustomerAlternateKey,fullname,gender,EmailAddress,EnglishOccupation,DateFirstPurchase,City,EnglishCountryRegionName
24312,616,AW00024312,Austin T. Martin,Male,austin30@adventure-works.com,Professional,2013-07-26,Everett,United States
24313,542,AW00024313,Taylor L. Brooks,Female,taylor22@adventure-works.com,Professional,2013-05-18,Lake Oswego,United States
24314,314,AW00024314,Bryan   Howard,Male,bryan12@adventure-works.com,Management,2013-03-17,Daly City,United States
24315,316,AW00024315,Edward J. Scott,Male,edward6@adventure-works.com,Management,2013-05-16,El Cajon,United States
24316,326,AW00024316,Rachel J. Diaz,Female,rachel70@adventure-works.com,Management,2013-11-01,Grossmont,United States
24317,345,AW00024317,Devin   Thomas,Male,devin9@adventure-works.com,Management,2013-02-20,Newport Beach,United States
24318,359,AW00024318,Luis F. Long,Male,luis8@adventure-works.com,Management,2013-04-25,San Diego,United States
24319,626,AW00024319,Benjamin   Clark,Male,benjamin56@adventure-works.com,Skilled Manual,2013-11-12,Lynnwood,United States
24320,536,AW00024320,Joshua J. White,Male,joshua14@adventure-works.com,Skilled Manual,2013-08-10,Beaverton,United States
24321,635,AW00024321,Gabriel   Scott,Male,gabriel43@adventure-works.com,Professional,2013-12-06,Renton,United States
24322,62,AW00024322,Alexandra   Evans,Female,alexandra44@adventure-works.com,Skilled Manual,2013-09-02,Royal Oak,Canada
24323,336,AW00024323,Janet E. Wright,Female,janet35@adventure-works.com,Skilled Manual,2013-12-05,Lincoln Acres,United States
24324,315,AW00024324,Jennifer B. Reed,Female,jennifer56@adventure-works.com,Skilled Manual,2013-12-20,Downey,United States
24325,383,AW00024325,Jason M. Perry,Male,jason5@adventure-works.com,Skilled Manual,2013-12-08,West Covina,United States
24326,553,AW00024326,Adam   Bryant,Male,adam15@adventure-works.com,Skilled Manual,2013-12-17,Woodburn,United States
24327,648,AW00024327,Evan   Rogers,Male,evan20@adventure-works.com,Skilled Manual,2013-12-25,Yakima,United States
24328,343,AW00024328,Melissa L. Simmons,Female,melissa10@adventure-works.com,Skilled Manual,2013-12-17,National City,United States
24329,547,AW00024329,Abigail D. Cooper,Female,abigail13@adventure-works.com,Professional,2013-12-20,Portland,United States
24330,307,AW00024330,Jessica S. Bennett,Female,jessica25@adventure-works.com,Professional,2013-12-04,Chula Vista,United States
24331,329,AW00024331,Carson   Powell,Male,carson7@adventure-works.com,Professional,2013-12-01,Imperial Beach,United States
24332,53,AW00024332,Abigail   Thompson,Female,abigail56@adventure-works.com,Professional,2011-11-13,Metchosin,Canada
24333,612,AW00024333,Ann D. Prasad,Female,ann14@adventure-works.com,Professional,2013-12-02,Burien,United States
24334,347,AW00024334,Alexa   James,Female,alexa6@adventure-works.com,Professional,2013-12-12,Novato,United States
24335,626,AW00024335,Richard   Wright,Male,richard22@adventure-works.com,Professional,2013-12-04,Lynnwood,United States
24336,545,AW00024336,Gabrielle   Wright,Female,gabrielle62@adventure-works.com,Professional,2013-12-18,Milwaukie,United States
24337,614,AW00024337,Noah   Alexander,Male,noah16@adventure-works.com,Skilled Manual,2013-12-16,Edmonds,United States
24338,301,AW00024338,Shannon D. Zeng,Female,shannon21@adventure-works.com,Skilled Manual,2013-12-23,Burbank,United States
24339,345,AW00024339,Jennifer J. Price,Female,jennifer75@adventure-works.com,Skilled Manual,2012-12-28,Newport Beach,United States
24340,352,AW00024340,Chloe K. Clark,Female,chloe29@adventure-works.com,Skilled Manual,2013-02-24,Palo Alto,United States
24341,312,AW00024341,Wyatt M. Jones,Male,wyatt3@adventure-works.com,Skilled Manual,2013-02-24,Coronado,United States
24342,66,AW00024342,Evan W. Campbell,Male,evan31@adventure-works.com,Skilled Manual,2011-11-06,Sooke,Canada
24343,322,AW00024343,Tyler L. Harris,Male,tyler2@adventure-works.com,Skilled Manual,2013-03-08,Fremont,United States
24344,49,AW00024344,Wayne S. Chander,Male,wayne18@adventure-works.com,Skilled Manual,2011-11-13,Cliffside,Canada
24345,552,AW00024345,Riley S. Cox,Female,riley30@adventure-works.com,Professional,2013-03-14,W. Linn,United States
24346,302,AW00024346,Giorgio   Veronesi,Female,giorgio0@adventure-works.com,Professional,2013-04-23,Burlingame,United States
24347,311,AW00024347,Tina M. Madan,Female,tina9@adventure-works.com,Professional,2013-04-06,Concord,United States
24348,311,AW00024348,Ruben K. Gomez,Male,ruben24@adventure-works.com,Professional,2013-04-14,Concord,United States
24349,359,AW00024349,Jill   Patterson,Female,jill33@adventure-works.com,Professional,2013-04-03,San Diego,United States
24350,322,AW00024350,Eduardo   Simmons,Male,eduardo59@adventure-works.com,Clerical,2013-05-03,Fremont,United States
24351,314,AW00024351,Brandon   Yang,Male,brandon24@adventure-works.com,Skilled Manual,2013-04-06,Daly City,United States
24352,626,AW00024352,Natalie   Cox,Female,natalie13@adventure-works.com,Skilled Manual,2013-05-19,Lynnwood,United States
24353,358,AW00024353,Andrea   Ramirez,Female,andrea7@adventure-works.com,Skilled Manual,2013-05-05,San Carlos,United States
24354,368,AW00024354,Bailey   Cook,Female,bailey19@adventure-works.com,Skilled Manual,2013-04-30,Santa Cruz,United States
24355,302,AW00024355,Jennifer F. Johnson,Female,jennifer29@adventure-works.com,Professional,2013-05-15,Burlingame,United States
24356,301,AW00024356,Wesley J. Zhang,Male,wesley0@adventure-works.com,Professional,2013-12-22,Burbank,United States
24357,300,AW00024357,Eric N. Baker,Male,eric50@adventure-works.com,Professional,2013-05-13,Beverly Hills,United States
24358,361,AW00024358,Kevin D. Green,Male,kevin52@adventure-works.com,Professional,2013-05-24,San Gabriel,United States
24359,383,AW00024359,Zachary   Shan,Male,zachary0@adventure-works.com,Professional,2013-05-05,West Covina,United States
24360,14,AW00024360,Carolyn C. Diaz,Female,carolyn25@adventure-works.com,Professional,2012-11-04,Rhodes,Australia
24361,20,AW00024361,Francisco   Rodriguez,Male,francisco21@adventure-works.com,Professional,2012-11-13,Brisbane,Australia
24362,36,AW00024362,Marc H. Vazquez,Male,marc18@adventure-works.com,Professional,2012-11-11,Melton,Australia
24363,4,AW00024363,Amanda   Coleman,Female,amanda27@adventure-works.com,Management,2014-01-22,Goulburn,Australia
24364,28,AW00024364,Henry M. Prasad,Male,henry10@adventure-works.com,Professional,2012-11-08,Cloverdale,Australia
24365,26,AW00024365,Mallory   Navarro,Female,mallory17@adventure-works.com,Professional,2012-11-14,Rockhampton,Australia
24366,11,AW00024366,Melvin   Luo,Male,melvin6@adventure-works.com,Management,2012-11-24,North Ryde,Australia
24367,37,AW00024367,Ross   Sara,Male,ross10@adventure-works.com,Management,2012-11-25,Seaford,Australia
24368,37,AW00024368,Ebony   Prasad,Female,ebony9@adventure-works.com,Management,2012-11-03,Seaford,Australia
24369,5,AW00024369,Chelsea   Lopez,Female,chelsea18@adventure-works.com,Management,2013-10-28,Lane Cove,Australia
24370,33,AW00024370,Nathan   West,Male,nathan9@adventure-works.com,Management,2013-08-22,Cranbourne,Australia
24371,37,AW00024371,Leslie E. Navarro,Female,leslie11@adventure-works.com,Professional,2012-11-05,Seaford,Australia
24372,32,AW00024372,Teresa L. Jimenez,Female,teresa6@adventure-works.com,Professional,2012-11-20,Bendigo,Australia
24373,35,AW00024373,Steven   Reed,Male,steven30@adventure-works.com,Professional,2013-07-30,Melbourne,Australia
24374,15,AW00024374,Eugene A. Ma,Male,eugene20@adventure-works.com,Professional,2014-01-27,Silverwater,Australia
24375,11,AW00024375,Pamela I. Schmidt,Female,pamela13@adventure-works.com,Professional,2013-04-08,North Ryde,Australia
24376,20,AW00024376,Tommy   Black,Male,tommy17@adventure-works.com,Professional,2013-12-07,Brisbane,Australia
24377,35,AW00024377,Richard W. Wood,Male,richard58@adventure-works.com,Professional,2012-11-16,Melbourne,Australia
24378,13,AW00024378,Brandi   Jiménez,Female,brandi6@adventure-works.com,Professional,2012-11-27,Port Macquarie,Australia
24379,20,AW00024379,Noah A. Jenkins,Male,noah3@adventure-works.com,Professional,2013-04-24,Brisbane,Australia
24380,39,AW00024380,Maurice   Yuan,Male,maurice7@adventure-works.com,Professional,2013-08-07,Sunbury,Australia
24381,15,AW00024381,Danny   Serrano,Male,danny17@adventure-works.com,Professional,2012-11-18,Silverwater,Australia
24382,33,AW00024382,Patrick W. Sanchez,Male,patrick22@adventure-works.com,Professional,2013-07-26,Cranbourne,Australia
24383,205,AW00024383,Ronald   Prasad,Male,ronald11@adventure-works.com,Clerical,2013-08-14,Lieusaint,France
24384,189,AW00024384,Kenneth G. Pal,Male,kenneth10@adventure-works.com,Clerical,2013-09-27,Roubaix,France
24385,311,AW00024385,Summer   Perez,Female,summer19@adventure-works.com,Professional,2013-12-22,Concord,United States
24386,71,AW00024386,Isabella   Walker,Female,isabella79@adventure-works.com,Management,2011-12-17,Westminster,Canada
24387,298,AW00024387,Elijah A. Mitchell,Male,elijah39@adventure-works.com,Management,2013-12-25,Bellflower,United States
24388,626,AW00024388,Maria   Campbell,Female,maria50@adventure-works.com,Management,2013-12-07,Lynnwood,United States
24389,548,AW00024389,Xavier   Carter,Male,xavier33@adventure-works.com,Skilled Manual,2013-02-14,Salem,United States
24390,609,AW00024390,Carolyn   Prasad,Female,carolyn9@adventure-works.com,Professional,2013-06-21,Bellingham,United States
24391,372,AW00024391,Marissa S. Washington,Female,marissa10@adventure-works.com,Professional,2013-05-30,Spring Valley,United States
24392,49,AW00024392,Molly   Prasad,Female,molly9@adventure-works.com,Professional,2011-12-17,Cliffside,Canada
24393,616,AW00024393,Joseph L. Johnson,Male,joseph7@adventure-works.com,Management,2013-02-07,Everett,United States
24394,303,AW00024394,Drew   Raji,Male,drew22@adventure-works.com,Management,2013-07-01,Camarillo,United States
24395,311,AW00024395,Alison   Raji,Female,alison22@adventure-works.com,Management,2013-03-31,Concord,United States
24396,311,AW00024396,Robyn J. Navarro,Female,robyn8@adventure-works.com,Management,2013-04-26,Concord,United States
24397,312,AW00024397,Henry S. Raman,Male,henry13@adventure-works.com,Management,2013-03-02,Coronado,United States
24398,345,AW00024398,Brandon   Davis,Male,brandon43@adventure-works.com,Management,2013-04-18,Newport Beach,United States
24399,54,AW00024399,Katherine S. Sanchez,Female,katherine3@adventure-works.com,Management,2013-03-28,N. Vancouver,Canada
24400,642,AW00024400,Kaitlyn M. Parker,Female,kaitlyn6@adventure-works.com,Professional,2013-12-15,Tacoma,United States
24401,298,AW00024401,Douglas   Rana,Male,douglas15@adventure-works.com,Management,2013-07-30,Bellflower,United States
24402,385,AW00024402,Devin   Alexander,Male,devin56@adventure-works.com,Management,2013-12-18,Woodland Hills,United States
24403,347,AW00024403,Gabriel   Wright,Male,gabriel48@adventure-works.com,Professional,2013-01-06,Novato,United States
24404,302,AW00024404,Bryant G. Chapman,Male,bryant2@adventure-works.com,Management,2013-01-22,Burlingame,United States
24405,302,AW00024405,Tara   Rai,Female,tara18@adventure-works.com,Management,2013-01-22,Burlingame,United States
24406,307,AW00024406,Reginald   Vazquez,Male,reginald0@adventure-works.com,Management,2013-12-20,Chula Vista,United States
24407,314,AW00024407,Makayla   Peterson,Female,makayla5@adventure-works.com,Management,2013-11-13,Daly City,United States
24408,314,AW00024408,Jordan L. Diaz,Male,jordan19@adventure-works.com,Management,2013-11-27,Daly City,United States
24409,329,AW00024409,Jackson M. Hernandez,Male,jackson50@adventure-works.com,Professional,2013-12-21,Imperial Beach,United States
24410,648,AW00024410,Sara D. Sanders,Female,sara4@adventure-works.com,Professional,2013-11-08,Yakima,United States
24411,300,AW00024411,Johnathan   Sanchez,Male,johnathan19@adventure-works.com,Management,2013-03-22,Beverly Hills,United States
24412,312,AW00024412,Angelica   Patterson,Female,angelica10@adventure-works.com,Professional,2013-05-06,Coronado,United States
24413,329,AW00024413,Nathan A. Lewis,Male,nathan57@adventure-works.com,Professional,2013-01-12,Imperial Beach,United States
24414,335,AW00024414,Adam   Edwards,Male,adam31@adventure-works.com,Management,2013-01-20,Lemon Grove,United States
24415,54,AW00024415,Kaylee A. Ward,Female,kaylee9@adventure-works.com,Professional,2013-02-10,N. Vancouver,Canada
24416,548,AW00024416,Oscar A. Jenkins,Male,oscar15@adventure-works.com,Professional,2013-08-29,Salem,United States
24417,359,AW00024417,Christopher A. Harris,Male,christopher14@adventure-works.com,Management,2013-01-08,San Diego,United States
24418,66,AW00024418,Brandon V. Garcia,Male,brandon39@adventure-works.com,Professional,2011-12-17,Sooke,Canada
24419,299,AW00024419,Kaylee L. Rivera,Female,kaylee13@adventure-works.com,Professional,2013-04-27,Berkeley,United States
24420,633,AW00024420,Marcus R. Price,Male,marcus49@adventure-works.com,Professional,2013-01-23,Puyallup,United States
24421,631,AW00024421,Seth P. Kelly,Male,seth75@adventure-works.com,Professional,2013-01-26,Olympia,United States
24422,311,AW00024422,Thomas E. Lal,Male,thomas32@adventure-works.com,Management,2013-04-21,Concord,United States
24423,338,AW00024423,Alyssa E. Harris,Female,alyssa13@adventure-works.com,Management,2013-03-28,Los Angeles,United States
24424,383,AW00024424,Morgan   Russell,Female,morgan89@adventure-works.com,Management,2013-03-21,West Covina,United States
24425,611,AW00024425,Chloe L. Ward,Female,chloe58@adventure-works.com,Professional,2013-01-04,Bremerton,United States
24426,300,AW00024426,Jordan L. Russell,Male,jordan17@adventure-works.com,Professional,2013-10-21,Beverly Hills,United States
24427,309,AW00024427,Evelyn R. Fernandez,Female,evelyn16@adventure-works.com,Professional,2013-01-18,City Of Commerce,United States
24428,312,AW00024428,Hailey   Price,Female,hailey21@adventure-works.com,Professional,2013-11-19,Coronado,United States
24429,637,AW00024429,Isabelle   Hughes,Female,isabelle10@adventure-works.com,Skilled Manual,2013-02-17,Seattle,United States
24430,311,AW00024430,Dalton   Long,Male,dalton55@adventure-works.com,Skilled Manual,2013-05-29,Concord,United States
24431,62,AW00024431,Abigail C. Morgan,Female,abigail8@adventure-works.com,Skilled Manual,2011-12-10,Royal Oak,Canada
24432,358,AW00024432,Dalton   Reed,Male,dalton92@adventure-works.com,Skilled Manual,2013-05-10,San Carlos,United States
24433,338,AW00024433,Luis P. Simmons,Male,luis14@adventure-works.com,Professional,2013-01-25,Los Angeles,United States
24434,635,AW00024434,Jordan L. Butler,Male,jordan11@adventure-works.com,Professional,2013-01-08,Renton,United States
24435,536,AW00024435,Mariah A. Hughes,Female,mariah16@adventure-works.com,Management,2013-04-18,Beaverton,United States
24436,326,AW00024436,Jennifer   Hernandez,Female,jennifer21@adventure-works.com,Management,2013-02-25,Grossmont,United States
24437,345,AW00024437,Nicole J. Blue,Female,nicole31@adventure-works.com,Management,2013-02-21,Newport Beach,United States
24438,626,AW00024438,Xavier   Robinson,Male,xavier16@adventure-works.com,Professional,2014-01-16,Lynnwood,United States
24439,616,AW00024439,Xavier D. Watson,Male,xavier66@adventure-works.com,Professional,2013-08-31,Everett,United States
24440,336,AW00024440,Jordyn   Hughes,Female,jordyn11@adventure-works.com,Professional,2013-04-24,Lincoln Acres,United States
24441,648,AW00024441,Tristan L. Bryant,Male,tristan18@adventure-works.com,Professional,2013-05-30,Yakima,United States
24442,488,AW00024442,Briana J. Gutierrez,Female,briana10@adventure-works.com,Professional,2013-08-25,Biloxi,United States
24443,307,AW00024443,Edgar   Suri,Male,edgar0@adventure-works.com,Professional,2014-01-06,Chula Vista,United States
24444,326,AW00024444,Elijah P. Griffin,Male,elijah22@adventure-works.com,Professional,2013-06-06,Grossmont,United States
24445,383,AW00024445,Lauren R. Brooks,Female,lauren44@adventure-works.com,Professional,2013-05-30,West Covina,United States
24446,299,AW00024446,Brianna   Robinson,Female,brianna17@adventure-works.com,Professional,2013-06-16,Berkeley,United States
24447,298,AW00024447,Cody   Morgan,Male,cody13@adventure-works.com,Professional,2013-03-05,Bellflower,United States
24448,623,AW00024448,Amanda J. Lopez,Female,amanda64@adventure-works.com,Professional,2013-10-05,Kirkland,United States
24449,347,AW00024449,Melanie T. Simmons,Female,melanie2@adventure-works.com,Professional,2013-05-14,Novato,United States
24450,638,AW00024450,Isabel   Long,Female,isabel10@adventure-works.com,Professional,2013-03-17,Sedro Woolley,United States
24451,637,AW00024451,Bailey   Morgan,Female,bailey20@adventure-works.com,Professional,2013-04-13,Seattle,United States
24452,609,AW00024452,Megan C. Coleman,Female,megan56@adventure-works.com,Professional,2013-03-06,Bellingham,United States
24453,10,AW00024453,Cassie J. Yuan,Female,cassie5@adventure-works.com,Professional,2013-10-19,Newcastle,Australia
24454,22,AW00024454,Carol L. Zhou,Female,carol27@adventure-works.com,Professional,2013-06-11,East Brisbane,Australia
24455,33,AW00024455,Alejandro M. Chander,Male,alejandro40@adventure-works.com,Professional,2013-04-15,Cranbourne,Australia
24456,13,AW00024456,Danny   Ruiz,Male,danny2@adventure-works.com,Professional,2013-07-23,Port Macquarie,Australia
24457,7,AW00024457,Meghan A. Alonso,Female,meghan8@adventure-works.com,Professional,2012-11-02,Malabar,Australia
24458,40,AW00024458,Frederick S. Rodriguez,Male,frederick16@adventure-works.com,Professional,2012-11-08,Warrnambool,Australia
24459,21,AW00024459,Kristin C. Carson,Female,kristin15@adventure-works.com,Skilled Manual,2012-11-19,Caloundra,Australia
24460,27,AW00024460,Willie   Nara,Male,willie36@adventure-works.com,Professional,2012-11-17,Townsville,Australia
24461,18,AW00024461,Ruth D. Sai,Female,ruth10@adventure-works.com,Professional,2012-11-18,Sydney,Australia
24462,19,AW00024462,Donald C. Fernandez,Male,donald17@adventure-works.com,Professional,2012-11-17,Wollongong,Australia
24463,6,AW00024463,Kristen J. Zheng,Female,kristen16@adventure-works.com,Management,2012-12-07,Lavender Bay,Australia
24464,10,AW00024464,Joanna E. Torres,Female,joanna10@adventure-works.com,Professional,2013-06-14,Newcastle,Australia
24465,35,AW00024465,Tara L. Andersen,Female,tara13@adventure-works.com,Skilled Manual,2012-11-28,Melbourne,Australia
24466,21,AW00024466,Alexa A. Travers,Female,alexa11@adventure-works.com,Skilled Manual,2012-12-01,Caloundra,Australia
24467,14,AW00024467,Susan A. He,Female,susan29@adventure-works.com,Skilled Manual,2012-12-08,Rhodes,Australia
24468,33,AW00024468,Whitney F. Patel,Female,whitney3@adventure-works.com,Professional,2012-11-28,Cranbourne,Australia
24469,14,AW00024469,Roger   Andersen,Male,roger40@adventure-works.com,Professional,2013-02-16,Rhodes,Australia
24470,16,AW00024470,Clarence L. Lal,Male,clarence23@adventure-works.com,Professional,2013-05-01,Springwood,Australia
24471,33,AW00024471,Ricardo L. Chande,Male,ricardo15@adventure-works.com,Professional,2013-04-01,Cranbourne,Australia
24472,11,AW00024472,Jake M. He,Male,jake16@adventure-works.com,Professional,2013-12-16,North Ryde,Australia
24473,19,AW00024473,Marco K. Rana,Male,marco12@adventure-works.com,Professional,2013-08-29,Wollongong,Australia
24474,18,AW00024474,Rosa M. Guo,Female,rosa17@adventure-works.com,Professional,2012-12-04,Sydney,Australia
24475,32,AW00024475,Gilbert   Zhou,Male,gilbert6@adventure-works.com,Professional,2012-12-22,Bendigo,Australia
24476,33,AW00024476,Jared   Brooks,Male,jared3@adventure-works.com,Skilled Manual,2012-11-28,Cranbourne,Australia
24477,29,AW00024477,Warren R. Zeng,Male,warren35@adventure-works.com,Skilled Manual,2012-12-26,Findon,Australia
24478,4,AW00024478,Lindsay E. Sharma,Female,lindsay9@adventure-works.com,Skilled Manual,2012-12-14,Goulburn,Australia
24479,7,AW00024479,Desirée E. Moreno,Female,desirée2@adventure-works.com,Skilled Manual,2014-01-17,Malabar,Australia
24480,36,AW00024480,Kelli A. Liu,Female,kelli4@adventure-works.com,Professional,2012-12-08,Melton,Australia
24481,23,AW00024481,Dennis K. Sun,Male,dennis14@adventure-works.com,Management,2012-12-11,Gold Coast,Australia
24482,36,AW00024482,Roy A. Ramos,Male,roy37@adventure-works.com,Management,2012-12-18,Melton,Australia
24483,2,AW00024483,Arthur   Kapoor,Male,arthur3@adventure-works.com,Clerical,2013-09-16,Coffs Harbour,Australia
24484,28,AW00024484,Chad   Anand,Male,chad22@adventure-works.com,Skilled Manual,2012-11-28,Cloverdale,Australia
24485,2,AW00024485,Franklin   Ma,Male,franklin15@adventure-works.com,Management,2012-12-23,Coffs Harbour,Australia
24486,307,AW00024486,Rafael   Zeng,Male,rafael22@adventure-works.com,Skilled Manual,2013-02-01,Chula Vista,United States
24487,55,AW00024487,Samantha A. Harris,Female,samantha15@adventure-works.com,Skilled Manual,2013-08-23,Newton,Canada
24488,68,AW00024488,Gavin   Gonzales,Male,gavin15@adventure-works.com,Skilled Manual,2013-12-22,Vancouver,Canada
24489,50,AW00024489,Shelby   Murphy,Female,shelby15@adventure-works.com,Skilled Manual,2013-04-13,Haney,Canada
24490,611,AW00024490,Dwayne J. Suarez,Male,dwayne17@adventure-works.com,Skilled Manual,2013-09-18,Bremerton,United States
24491,66,AW00024491,Kaitlyn M. Russell,Female,kaitlyn87@adventure-works.com,Skilled Manual,2011-12-17,Sooke,Canada
24492,334,AW00024492,Devin   Lopez,Male,devin26@adventure-works.com,Skilled Manual,2013-03-03,Lakewood,United States
24493,55,AW00024493,Seth   Bennett,Male,seth49@adventure-works.com,Skilled Manual,2011-12-02,Newton,Canada
24494,2,AW00024494,Rafael A. Zhou,Male,rafael9@adventure-works.com,Clerical,2013-01-31,Coffs Harbour,Australia
24495,25,AW00024495,Kellie M. Ortega,Female,kellie19@adventure-works.com,Clerical,2014-01-14,Hervey Bay,Australia
24496,66,AW00024496,Katelyn A. Mitchell,Female,katelyn34@adventure-works.com,Skilled Manual,2011-12-04,Sooke,Canada
24497,632,AW00024497,Abigail   James,Female,abigail21@adventure-works.com,Skilled Manual,2013-02-04,Port Orchard,United States
24498,552,AW00024498,Angela D. Washington,Female,angela16@adventure-works.com,Skilled Manual,2013-06-10,W. Linn,United States
24499,372,AW00024499,Olivia   Lewis,Female,olivia20@adventure-works.com,Clerical,2013-05-21,Spring Valley,United States
24500,633,AW00024500,Seth   Johnson,Male,seth1@adventure-works.com,Skilled Manual,2013-06-12,Puyallup,United States
24501,50,AW00024501,Victoria V. Garcia,Female,victoria17@adventure-works.com,Clerical,2011-12-27,Haney,Canada
24502,13,AW00024502,Deb   Price,Male,deb7@adventure-works.com,Management,2012-12-06,Port Macquarie,Australia
24503,4,AW00024503,Laura L. Ma,Female,laura21@adventure-works.com,Management,2012-12-17,Goulburn,Australia
24504,5,AW00024504,Eddie C. Navarro,Male,eddie10@adventure-works.com,Management,2012-12-12,Lane Cove,Australia
24505,30,AW00024505,Clifford   Gonzalez,Male,clifford17@adventure-works.com,Management,2012-12-18,Perth,Australia
24506,38,AW00024506,Jaime C. Muñoz,Female,jaime8@adventure-works.com,Management,2012-12-10,South Melbourne,Australia
24507,614,AW00024507,Madison   Garcia,Female,madison17@adventure-works.com,Skilled Manual,2013-09-14,Edmonds,United States
24508,545,AW00024508,Alex F. Phillips,Male,alex34@adventure-works.com,Skilled Manual,2013-10-16,Milwaukie,United States
24509,641,AW00024509,Emma F. Long,Female,emma55@adventure-works.com,Skilled Manual,2013-11-07,Spokane,United States
24510,644,AW00024510,Christian P. Martinez,Male,christian53@adventure-works.com,Skilled Manual,2013-10-03,Walla Walla,United States
24511,553,AW00024511,Logan   Hall,Male,logan49@adventure-works.com,Skilled Manual,2013-08-28,Woodburn,United States
24512,302,AW00024512,Adrienne L. Jiménez,Female,adrienne5@adventure-works.com,Skilled Manual,2013-07-13,Burlingame,United States
24513,310,AW00024513,Alejandro   Deng,Male,alejandro27@adventure-works.com,Skilled Manual,2013-04-11,Colma,United States
24514,339,AW00024514,Jesse   Phillips,Male,jesse30@adventure-works.com,Skilled Manual,2013-07-18,Mill Valley,United States
24515,359,AW00024515,Ian   Jones,Male,ian4@adventure-works.com,Skilled Manual,2013-12-20,San Diego,United States
24516,310,AW00024516,Rachel K. Moore,Female,rachel10@adventure-works.com,Skilled Manual,2013-02-08,Colma,United States
24517,314,AW00024517,Brandon   Harris,Male,brandon34@adventure-works.com,Skilled Manual,2013-12-29,Daly City,United States
24518,334,AW00024518,Stephanie   Allen,Female,stephanie68@adventure-works.com,Skilled Manual,2013-07-07,Lakewood,United States
24519,355,AW00024519,Carlos M. King,Male,carlos47@adventure-works.com,Skilled Manual,2013-10-06,Redwood City,United States
24520,301,AW00024520,Joseph L. Wilson,Male,joseph13@adventure-works.com,Skilled Manual,2013-06-28,Burbank,United States
24521,623,AW00024521,Jordyn   Wood,Female,jordyn1@adventure-works.com,Management,2013-02-16,Kirkland,United States
24522,369,AW00024522,Alex   Perez,Male,alex31@adventure-works.com,Management,2013-02-04,Santa Monica,United States
24523,310,AW00024523,Mariah G. Coleman,Female,mariah10@adventure-works.com,Management,2013-02-07,Colma,United States
24524,311,AW00024524,Megan L. Lewis,Female,megan24@adventure-works.com,Management,2013-09-16,Concord,United States
24525,51,AW00024525,James L. Nelson,Male,james59@adventure-works.com,Management,2013-03-11,Langford,Canada
24526,335,AW00024526,Julian A. Barnes,Male,julian4@adventure-works.com,Management,2013-02-25,Lemon Grove,United States
24527,368,AW00024527,Gavin   Coleman,Male,gavin5@adventure-works.com,Management,2013-02-27,Santa Cruz,United States
24528,310,AW00024528,Katherine   Hernandez,Female,katherine66@adventure-works.com,Management,2013-02-04,Colma,United States
24529,299,AW00024529,Jillian   Martinez,Female,jillian18@adventure-works.com,Management,2013-02-04,Berkeley,United States
24530,612,AW00024530,Franklin   She,Male,franklin19@adventure-works.com,Management,2013-05-01,Burien,United States
24531,151,AW00024531,Andres   Xie,Male,andres2@adventure-works.com,Management,2013-07-19,Paderborn,Germany
24532,176,AW00024532,Phillip A. Perez,Male,phillip22@adventure-works.com,Management,2013-11-03,Stuttgart,Germany
24533,237,AW00024533,Blake   Long,Male,blake57@adventure-works.com,Professional,2013-12-30,Esher-Molesey,United Kingdom
24534,258,AW00024534,Alisha   Luo,Female,alisha30@adventure-works.com,Professional,2013-03-03,Maidenhead,United Kingdom
24535,188,AW00024535,David B. Shepard,Female,david23@adventure-works.com,Professional,2013-07-14,Roncq,France
24536,133,AW00024536,Cynthia A. Perez,Female,cynthia27@adventure-works.com,Professional,2013-06-01,Kassel,Germany
24537,254,AW00024537,Cynthia   Saunders,Female,cynthia15@adventure-works.com,Professional,2013-03-01,London,United Kingdom
24538,215,AW00024538,Latasha E. Diaz,Female,latasha3@adventure-works.com,Professional,2013-11-26,Colombes,France
24539,209,AW00024539,Colin M. Zheng,Male,colin20@adventure-works.com,Professional,2013-04-21,Versailles,France
24540,234,AW00024540,Janet L. Martin,Female,janet5@adventure-works.com,Professional,2013-06-09,Bury,United Kingdom
24541,271,AW00024541,Janet   Sheperdigian,Male,janet3@adventure-works.com,Professional,2013-12-18,Warrington,United Kingdom
24542,194,AW00024542,Arturo W. Liang,Male,arturo18@adventure-works.com,Professional,2013-12-03,Paris,France
24543,218,AW00024543,Arthur   Moreno,Male,arthur30@adventure-works.com,Professional,2013-06-23,Sèvres,France
24544,123,AW00024544,Kellie   Romero,Female,kellie7@adventure-works.com,Professional,2013-03-08,Berlin,Germany
24545,271,AW00024545,Douglas   Raman,Male,douglas16@adventure-works.com,Professional,2013-09-26,Warrington,United Kingdom
24546,267,AW00024546,Adam   Hughes,Male,adam9@adventure-works.com,Professional,2013-04-15,Runcorn,United Kingdom
24547,156,AW00024547,Dana   Gomez,Female,dana17@adventure-works.com,Professional,2013-06-24,Braunschweig,Germany
24548,160,AW00024548,Crystal   Liu,Female,crystal6@adventure-works.com,Management,2013-05-19,Paderborn,Germany
24549,230,AW00024549,Darryl T. Li,Male,darryl3@adventure-works.com,Management,2013-04-25,Berkshire,United Kingdom
24550,247,AW00024550,Randy R. Ma,Male,randy18@adventure-works.com,Management,2013-02-04,London,United Kingdom
24551,220,AW00024551,Molly   Malhotra,Female,molly5@adventure-works.com,Skilled Manual,2013-02-25,Bobigny,France
